,index,Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,depth,height,width
1377,2398,2398,29278115,GRÖNLID,Sofas & armchairs,3595.0,,True,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-ljungen-medium-grey-s29278115/,Yes,        2-seat sofa-bed,98.0,104.0,196.0
1378,2399,2399,39306368,NYHAMN,Sofas & armchairs,1195.0,,True,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-foam-mattress-knisa-grey-beige-s39306368/,Yes,        3-seat sofa-bed,97.0,90.0,200.0
1379,2400,2400,69278415,GRÖNLID,Sofas & armchairs,4390.0,,True,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-ljungen-light-green-s69278415/,Yes,        3-seat sofa-bed,98.0,104.0,267.0
1380,2402,2402,39817883,POÄNG,Sofas & armchairs,275.0,375,True,https://www.ikea.com/sa/en/p/poaeng-footstool-black-brown-smidig-black-s39817883/,Yes,        Footstool,54.0,39.0,68.0
1381,2404,2404,79279396,VALLENTUNA,Sofas & armchairs,320.0,400,True,https://www.ikea.com/sa/en/p/vallentuna-back-rest-hillared-light-blue-s79279396/,Yes,"        Back rest,          100x80 cm",13.0,4.0,100.0
1382,2409,2409,29277960,VALLENTUNA,Sofas & armchairs,4604.0,"5,755",True,https://www.ikea.com/sa/en/p/vallentuna-modular-corner-sofa-3-seat-with-storage-orrsta-light-grey-s29277960/,Yes,"        Modular corner sofa, 3-seat",93.0,84.0,266.0
1383,2411,2411,39256071,GRÖNLID,Sofas & armchairs,4865.0,,True,https://www.ikea.com/sa/en/p/groenlid-4-seat-sofa-with-chaise-longues-ljungen-medium-grey-s39256071/,Yes,        4-seat sofa,164.0,104.0,339.0
1384,2418,2418,9251956,HAVSTEN,Sofas & armchairs,2170.0,,True,https://www.ikea.com/sa/en/p/havsten-2-seat-sofa-in-outdoor-beige-s09251956/,No,"        2-seat sofa, in/outdoor,          179x94x90 cm",94.0,90.0,179.0
1385,2421,2421,9279371,VALLENTUNA,Sofas & armchairs,220.0,275,True,https://www.ikea.com/sa/en/p/vallentuna-armrest-hillared-light-blue-s09279371/,Yes,        Armrest,13.0,64.0,80.0
1386,2422,2422,29297454,FLOTTEBO,Sofas & armchairs,1676.0,"2,095",True,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-vissle-purple-s29297454/,Yes,"        Sofa-bed with side table,          90 cm",90.0,79.0,200.0
1387,2425,2425,59257437,LIDHULT,Sofas & armchairs,6440.0,,True,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-5-seat-lejde-red-brown-red-brown-s59257437/,Yes,"        Corner sofa, 5-seat",98.0,102.0,275.0
1388,2429,2429,9289884,LIDHULT,Sofas & armchairs,1995.0,,True,https://www.ikea.com/sa/en/p/lidhult-2-seat-section-lejde-grey-black-s09289884/,Yes,        2-seat section,97.0,95.0,141.0
1389,2431,2431,19289303,DELAKTIG,Sofas & armchairs,2350.0,,True,https://www.ikea.com/sa/en/p/delaktig-armchair-gunnared-light-brown-pink-s19289303/,Yes,        Armchair,84.0,79.0,94.0
1390,2432,2432,19299726,VIMLE,Sofas & armchairs,7765.0,,True,https://www.ikea.com/sa/en/p/vimle-corner-sofa-bed-5-seat-with-chaise-longue-dalstorp-multicolour-s19299726/,Yes,"        Corner sofa-bed, 5-seat",98.0,83.0,349.0
1391,2434,2434,29277026,VALLENTUNA,Sofas & armchairs,2300.0,"2,875",True,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-with-storage-orrsta-light-grey-s29277026/,Yes,        2-seat modular sofa,113.0,84.0,186.0
1392,2435,2435,39277894,VALLENTUNA,Sofas & armchairs,3388.0,"4,235",True,https://www.ikea.com/sa/en/p/vallentuna-3-seat-modular-sofa-with-open-end-and-storage-orrsta-olive-green-s39277894/,Yes,        3-seat modular sofa,93.0,84.0,273.0
1393,2436,2436,39298778,VIMLE,Sofas & armchairs,4305.0,,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-dalstorp-multicolour-s39298778/,Yes,        3-seat sofa-bed,98.0,83.0,261.0
1394,2437,2437,49277978,VALLENTUNA,Sofas & armchairs,5300.0,"6,625",True,https://www.ikea.com/sa/en/p/vallentuna-modular-corner-sofa-3-seat-sofa-bed-and-storage-hillared-light-blue-s49277978/,Yes,        Modular corner sofa 3-seat+sofa-bed,93.0,84.0,266.0
1395,2438,2438,59241597,NORSBORG,Sofas & armchairs,1280.0,"1,600",True,https://www.ikea.com/sa/en/p/norsborg-chaise-longue-section-edum-bright-green-metal-s59241597/,Yes,        Chaise longue section,157.0,85.0,80.0
1396,2439,2439,59285384,VIMLE,Sofas & armchairs,1290.0,,True,https://www.ikea.com/sa/en/p/vimle-chaise-longue-section-gunnared-beige-s59285384/,Yes,        Chaise longue section,164.0,83.0,81.0
1397,2442,2442,69219505,VIMLE,Sofas & armchairs,1585.0,,True,https://www.ikea.com/sa/en/p/vimle-2-seat-section-orrsta-black-blue-s69219505/,Yes,        2-seat section,98.0,80.0,141.0
1398,2443,2443,69259676,DELAKTIG,Sofas & armchairs,3100.0,,True,https://www.ikea.com/sa/en/p/delaktig-2-seat-sofa-with-side-table-hillared-dark-blue-s69259676/,Yes,        2-seat sofa with side table,84.0,79.0,169.0
1399,2445,2445,99257280,LIDHULT,Sofas & armchairs,8240.0,,True,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-6-seat-with-chaise-longue-lejde-grey-black-s99257280/,Yes,"        Corner sofa, 6-seat",164.0,102.0,367.0
1400,2446,2446,99285042,VIMLE,Sofas & armchairs,4740.0,,True,https://www.ikea.com/sa/en/p/vimle-corner-sofa-4-seat-orrsta-black-blue-s99285042/,Yes,"        Corner sofa, 4-seat",98.0,83.0,249.0
1401,2450,2450,69193713,KIVIK,Sofas & armchairs,695.0,,True,https://www.ikea.com/sa/en/p/kivik-footstool-with-storage-hillared-dark-blue-s69193713/,Yes,        Footstool with storage,70.0,43.0,90.0
1402,2454,2454,9219457,VIMLE,Sofas & armchairs,2055.0,,True,https://www.ikea.com/sa/en/p/vimle-3-seat-section-orrsta-black-blue-s09219457/,Yes,        3-seat section,98.0,80.0,211.0
1403,2458,2458,89220131,VIMLE,Sofas & armchairs,810.0,,True,https://www.ikea.com/sa/en/p/vimle-1-seat-section-orrsta-black-blue-s89220131/,Yes,        1-seat section,98.0,80.0,71.0
1404,2460,2460,19240062,NORSBORG,Sofas & armchairs,4220.0,"5,275",True,https://www.ikea.com/sa/en/p/norsborg-corner-sofa-4-seat-edum-bright-green-metal-bright-green-s19240062/,Yes,"        Corner sofa, 4-seat",88.0,85.0,225.0
1405,2461,2461,19294502,VIMLE,Sofas & armchairs,4785.0,,True,https://www.ikea.com/sa/en/p/vimle-corner-sofa-4-seat-with-open-end-with-headrests-orrsta-black-blue-s19294502/,Yes,"        Corner sofa, 4-seat",98.0,103.0,235.0
1406,2463,2463,29257127,LIDHULT,Sofas & armchairs,5428.0,"6,785",True,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-with-chaise-longue-grann-bomstad-dark-brown-s29257127/,No,        3-seat sofa,164.0,102.0,279.0
1407,2464,2464,30198599,KIVIK,Sofas & armchairs,1196.0,"1,495",True,https://www.ikea.com/sa/en/p/kivik-footstool-grann-bomstad-black-30198599/,No,        Footstool,70.0,43.0,90.0
1408,2468,2468,70397993,GRÖNLID,Sofas & armchairs,1100.0,,True,https://www.ikea.com/sa/en/p/groenlid-1-seat-section-kimstad-dark-brown-70397993/,No,        1-seat section,94.0,104.0,71.0
1409,2469,2469,79149927,LYCKSELE MURBO,Sofas & armchairs,1545.0,,True,https://www.ikea.com/sa/en/p/lycksele-murbo-two-seat-sofa-bed-vallarum-grey-s79149927/,Yes,        Two-seat sofa-bed,100.0,87.0,142.0
1410,2470,2470,79257016,LIDHULT,Sofas & armchairs,3108.0,"3,885",True,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-grann-bomstad-dark-brown-s79257016/,No,        2-seat sofa,98.0,102.0,189.0
1411,2474,2474,69242073,NORSBORG,Sofas & armchairs,1360.0,"1,700",True,https://www.ikea.com/sa/en/p/norsborg-2-seat-section-finnsta-dark-grey-birch-s69242073/,Yes,        2-seat section,88.0,85.0,121.0
1412,2475,2475,19290071,LIDHULT,Sofas & armchairs,350.0,,True,https://www.ikea.com/sa/en/p/lidhult-armrest-lejde-red-brown-s19290071/,Yes,        Armrest,98.0,62.0,24.0
1413,2483,2483,9306355,NYHAMN,Sofas & armchairs,1520.0,,True,https://www.ikea.com/sa/en/p/nyhamn-sofa-bed-with-triple-cushion-with-pocket-spring-mattress-knisa-grey-beige-s09306355/,Yes,        Sofa-bed with triple cushion,97.0,90.0,200.0
1414,2485,2485,19284857,VIMLE,Sofas & armchairs,2515.0,,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-with-open-end-orrsta-black-blue-s19284857/,Yes,        3-seat sofa,98.0,83.0,227.0
1415,2486,2486,19289548,LIDHULT,Sofas & armchairs,995.0,,True,https://www.ikea.com/sa/en/p/lidhult-1-seat-section-gassebol-light-beige-s19289548/,Yes,        1-seat section,97.0,95.0,71.0
1416,2487,2487,29241933,NORSBORG,Sofas & armchairs,1280.0,"1,600",True,https://www.ikea.com/sa/en/p/norsborg-corner-section-finnsta-white-metal-s29241933/,Yes,        Corner section,88.0,85.0,88.0
1417,2490,2490,49277676,VALLENTUNA,Sofas & armchairs,2696.0,"3,370",True,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-orrsta-olive-green-s49277676/,Yes,        2-seat modular sofa,113.0,84.0,186.0
1418,2491,2491,59256584,GRÖNLID,Sofas & armchairs,2500.0,,True,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-kimstad-dark-brown-s59256584/,No,        2-seat sofa,98.0,104.0,177.0
1419,2492,2492,59278557,GRÖNLID,Sofas & armchairs,6110.0,,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-4-seat-with-open-end-ljungen-medium-grey-s59278557/,Yes,"        Corner sofa-bed, 4-seat",98.0,104.0,235.0
1420,2495,2495,79279004,GRÖNLID,Sofas & armchairs,1610.0,,True,https://www.ikea.com/sa/en/p/groenlid-cover-for-corner-sofa-bed-5-seat-with-chaise-longue-ljungen-medium-grey-s79279004/,Yes,"        Cover for corner sofa-bed, 5-seat",164.0,104.0,252.0
1421,2496,2496,79305220,VIMLE,Sofas & armchairs,350.0,,True,https://www.ikea.com/sa/en/p/vimle-cover-for-chaise-longue-gunnared-beige-s79305220/,Yes,        Cover for chaise longue,164.0,83.0,111.0
1422,2497,2497,89256035,GRÖNLID,Sofas & armchairs,1445.0,,True,https://www.ikea.com/sa/en/p/groenlid-chaise-longue-section-ljungen-medium-grey-s89256035/,Yes,        Chaise longue section,164.0,104.0,81.0
1423,2503,2503,99251966,HAVSTEN,Sofas & armchairs,3120.0,,True,https://www.ikea.com/sa/en/p/havsten-3-seat-sofa-in-outdoor-beige-s99251966/,No,"        3-seat sofa, in/outdoor,          260x94x90 cm",94.0,90.0,260.0
1424,2505,2505,39297458,FLOTTEBO,Sofas & armchairs,2156.0,"2,695",True,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-gunnared-medium-grey-s39297458/,Yes,"        Sofa-bed,          120 cm",120.0,79.0,200.0
1425,2508,2508,99257176,LIDHULT,Sofas & armchairs,4495.0,,True,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-with-chaise-longue-lejde-red-brown-red-brown-s99257176/,Yes,        3-seat sofa,164.0,102.0,279.0
1426,2512,2512,59829111,POÄNG,Sofas & armchairs,375.0,,True,https://www.ikea.com/sa/en/p/poaeng-footstool-birch-veneer-robust-glose-dark-brown-s59829111/,Yes,        Footstool,54.0,39.0,68.0
1427,2515,2515,9253639,VIMLE,Sofas & armchairs,1900.0,,True,https://www.ikea.com/sa/en/p/vimle-cover-for-corner-sofa-4-seat-with-open-end-tallmyra-black-grey-s09253639/,Yes,"        Cover for corner sofa, 4-seat",98.0,80.0,235.0
1428,2517,2517,9904706,KIVIK,Sofas & armchairs,6400.0,"8,000",True,https://www.ikea.com/sa/en/p/kivik-4-seat-sofa-with-chaise-longue-grann-bomstad-grann-bomstad-black-s09904706/,No,        4-seat sofa,163.0,83.0,318.0
1429,2520,2520,19257076,LIDHULT,Sofas & armchairs,4040.0,,True,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-lejde-red-brown-red-brown-s19257076/,Yes,        2-seat sofa-bed,98.0,102.0,208.0
1430,2522,2522,19289911,LIDHULT,Sofas & armchairs,2195.0,,True,https://www.ikea.com/sa/en/p/lidhult-3-seat-section-gassebol-light-beige-s19289911/,Yes,        3-seat section,98.0,95.0,211.0
1431,2528,2528,29894377,KIVIK,Sofas & armchairs,6160.0,"7,700",True,https://www.ikea.com/sa/en/p/kivik-3-seat-sofa-grann-with-chaise-longue-grann-bomstad-bomstad-black-s29894377/,No,        3-seat sofa,163.0,83.0,280.0
1432,2531,2531,39046403,KIVIK,Sofas & armchairs,2650.0,,True,https://www.ikea.com/sa/en/p/kivik-corner-section-orrsta-light-grey-s39046403/,Yes,        Corner section,94.0,83.0,234.0
1433,2535,2535,40405876,LIDHULT,Sofas & armchairs,2320.0,"2,900",True,https://www.ikea.com/sa/en/p/lidhult-chaise-longue-section-grann-bomstad-dark-brown-40405876/,No,        Chaise longue section,164.0,95.0,90.0
1434,2537,2537,49251983,HAVSTEN,Sofas & armchairs,2975.0,,True,https://www.ikea.com/sa/en/p/havsten-3-seat-sofa-in-outdoor-with-open-end-without-armrests-beige-s49251983/,No,"        3-seat sofa, in/outdoor,          245x94x90 cm",94.0,90.0,245.0
1435,2538,2538,49256594,GRÖNLID,Sofas & armchairs,4100.0,,True,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-with-chaise-longue-kimstad-dark-brown-s49256594/,No,        3-seat sofa,164.0,104.0,258.0
1436,2539,2539,49270260,LANDSKRONA,Sofas & armchairs,1800.0,,True,https://www.ikea.com/sa/en/p/landskrona-chaise-longue-add-on-unit-gunnared-light-green-wood-s49270260/,Yes,"        Chaise longue, add-on unit",158.0,78.0,78.0
1437,2540,2540,59255706,GRÖNLID,Sofas & armchairs,3760.0,,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-3-seat-with-open-end-sporda-natural-s59255706/,Yes,"        Corner sofa, 3-seat",98.0,104.0,235.0
1438,2542,2542,50407021,LIDHULT,Sofas & armchairs,356.0,445,True,https://www.ikea.com/sa/en/p/lidhult-armrest-grann-bomstad-dark-brown-50407021/,No,        Armrest,98.0,62.0,24.0
1439,2543,2543,69256220,GRÖNLID,Sofas & armchairs,2045.0,,True,https://www.ikea.com/sa/en/p/groenlid-3-seat-section-ljungen-light-green-s69256220/,Yes,        3-seat section,98.0,104.0,211.0
1440,2544,2544,69257328,LIDHULT,Sofas & armchairs,6295.0,,True,https://www.ikea.com/sa/en/p/lidhult-4-seat-sofa-with-chaise-longues-lejde-grey-black-s69257328/,Yes,        4-seat sofa,164.0,102.0,369.0
1441,2546,2546,79256559,GRÖNLID,Sofas & armchairs,4800.0,,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-3-seat-with-open-end-kimstad-dark-brown-s79256559/,No,"        Corner sofa, 3-seat",98.0,104.0,235.0
1442,2547,2547,89149936,LYCKSELE HÅVET,Sofas & armchairs,1645.0,,True,https://www.ikea.com/sa/en/p/lycksele-havet-two-seat-sofa-bed-vallarum-grey-s89149936/,Yes,        Two-seat sofa-bed,100.0,87.0,142.0
1443,2550,2550,99277240,GRÖNLID,Sofas & armchairs,3540.0,,True,https://www.ikea.com/sa/en/p/groenlid-2-seat-sofa-bed-section-kimstad-dark-brown-s99277240/,Yes,        2-seat sofa-bed section,98.0,104.0,160.0
1444,2552,2552,9186112,HEMNES,Sofas & armchairs,2195.0,,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-white-malfors-medium-firm-s09186112/,Yes,"        Day-bed w 3 drawers/2 mattresses,          80x200 cm",70.0,18.0,89.0
1445,2555,2555,9257029,LIDHULT,Sofas & armchairs,3908.0,"4,885",True,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-grann-bomstad-dark-brown-s09257029/,No,        3-seat sofa,98.0,102.0,259.0
1446,2557,2557,49256589,GRÖNLID,Sofas & armchairs,2700.0,,True,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-kimstad-dark-brown-s49256589/,No,        3-seat sofa,98.0,104.0,247.0
1447,2558,2558,60198588,KIVIK,Sofas & armchairs,3560.0,"4,450",True,https://www.ikea.com/sa/en/p/kivik-two-seat-sofa-grann-bomstad-black-60198588/,No,        Two-seat sofa,95.0,83.0,190.0
1448,2559,2559,89256610,GRÖNLID,Sofas & armchairs,8900.0,,True,https://www.ikea.com/sa/en/p/groenlid-u-shaped-sofa-6-seat-with-open-end-kimstad-dark-brown-s89256610/,No,"        U-shaped sofa, 6 seat",252.0,104.0,327.0
1449,2563,2563,9293107,LIDHULT,Sofas & armchairs,4841.0,"5,640",True,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-section-grann-bomstad-dark-brown-s09293107/,No,        2-seat sofa-bed section,97.0,95.0,160.0
1450,2564,2564,9307741,GRÖNLID,Sofas & armchairs,960.0,,True,https://www.ikea.com/sa/en/p/groenlid-cover-for-4-seat-sofa-with-chaise-longue-sporda-natural-s09307741/,Yes,        Cover for 4-seat sofa,164.0,104.0,328.0
1451,2568,2568,19284796,VIMLE,Sofas & armchairs,4010.0,,True,https://www.ikea.com/sa/en/p/vimle-corner-sofa-3-seat-with-open-end-gunnared-beige-s19284796/,Yes,"        Corner sofa, 3-seat",98.0,83.0,235.0
1452,2571,2571,29252078,HAVSTEN,Sofas & armchairs,4070.0,,True,https://www.ikea.com/sa/en/p/havsten-4-seat-sofa-in-outdoor-beige-s29252078/,No,"        4-seat sofa, in/outdoor,          341x94x90 cm",94.0,90.0,341.0
1453,2575,2575,29278144,GRÖNLID,Sofas & armchairs,4270.0,,True,https://www.ikea.com/sa/en/p/groenlid-3-seat-sofa-bed-with-open-end-ljungen-dark-red-s29278144/,Yes,        3-seat sofa-bed,98.0,104.0,231.0
1454,2576,2576,29290056,LIDHULT,Sofas & armchairs,3140.0,,True,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-section-gassebol-light-beige-s29290056/,Yes,        2-seat sofa-bed section,97.0,95.0,160.0
1455,2577,2577,29292442,VIMLE,Sofas & armchairs,3875.0,,True,https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-bed-with-open-end-gunnared-medium-grey-s29292442/,Yes,        3-seat sofa-bed,98.0,83.0,246.0
1456,2580,2580,30397669,GRÖNLID,Sofas & armchairs,2100.0,,True,https://www.ikea.com/sa/en/p/groenlid-3-seat-section-kimstad-dark-brown-30397669/,No,        3-seat section,94.0,104.0,211.0
1457,2581,2581,39257457,LIDHULT,Sofas & armchairs,5040.0,,True,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-4-seat-gassebol-light-beige-s39257457/,Yes,"        Corner sofa, 4-seat",98.0,102.0,275.0
1458,2582,2582,39266008,LIDHULT,Sofas & armchairs,5553.0,"6,530",True,https://www.ikea.com/sa/en/p/lidhult-2-seat-sofa-bed-grann-bomstad-dark-brown-s39266008/,No,        2-seat sofa-bed,98.0,102.0,208.0
1459,2584,2584,49267286,HAVSTEN,Sofas & armchairs,3925.0,,True,https://www.ikea.com/sa/en/p/havsten-4-seat-sofa-in-outdoor-with-open-end-without-armrests-beige-s49267286/,No,"        4-seat sofa, in/outdoor,          326x94x90 cm",94.0,90.0,326.0
1460,2585,2585,49289047,DELAKTIG,Sofas & armchairs,1500.0,,True,https://www.ikea.com/sa/en/p/delaktig-platform-armchair-gunnared-beige-s49289047/,Yes,"        Platform, armchair",84.0,45.0,94.0
1461,2588,2588,59256579,GRÖNLID,Sofas & armchairs,7400.0,,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-5-seat-with-chaise-longue-kimstad-dark-brown-s59256579/,No,"        Corner sofa, 5-seat",164.0,104.0,252.0
1462,2589,2589,59266074,LIDHULT,Sofas & armchairs,7873.0,"9,430",True,https://www.ikea.com/sa/en/p/lidhult-3-seat-sofa-bed-with-chaise-longue-grann-bomstad-dark-brown-s59266074/,No,        3-seat sofa-bed,164.0,102.0,298.0
1463,2594,2594,69256574,GRÖNLID,Sofas & armchairs,6000.0,,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-5-seat-kimstad-dark-brown-s69256574/,No,"        Corner sofa, 5-seat",98.0,104.0,322.0
1464,2595,2595,60397998,GRÖNLID,Sofas & armchairs,300.0,,True,https://www.ikea.com/sa/en/p/groenlid-armrest-kimstad-dark-brown-60397998/,No,        Armrest,93.0,68.0,18.0
1465,2596,2596,69276039,LIDHULT,Sofas & armchairs,5810.0,"5,890",True,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-5-seat-with-open-end-lejde-grey-black-s69276039/,Yes,"        Corner sofa, 5-seat",98.0,102.0,275.0
1466,2598,2598,79285439,VIMLE,Sofas & armchairs,1260.0,,True,https://www.ikea.com/sa/en/p/vimle-corner-section-gunnared-medium-grey-s79285439/,Yes,        Corner section,93.0,83.0,93.0
1467,2599,2599,80398628,GRÖNLID,Sofas & armchairs,1600.0,,True,https://www.ikea.com/sa/en/p/groenlid-chaise-longue-section-kimstad-dark-brown-80398628/,No,        Chaise longue section,164.0,104.0,81.0
1468,2600,2600,89241614,NORSBORG,Sofas & armchairs,340.0,425,True,https://www.ikea.com/sa/en/p/norsborg-armrest-edum-bright-green-s89241614/,Yes,        Armrest,88.0,52.0,16.0
1469,2601,2601,89256605,GRÖNLID,Sofas & armchairs,5700.0,,True,https://www.ikea.com/sa/en/p/groenlid-4-seat-sofa-with-chaise-longues-kimstad-dark-brown-s89256605/,No,        4-seat sofa,164.0,104.0,339.0
1470,2605,2605,99292052,LIDHULT,Sofas & armchairs,6228.0,"7,785",True,https://www.ikea.com/sa/en/p/lidhult-4-seat-sofa-with-chaise-longue-grann-bomstad-dark-brown-s99292052/,No,        4-seat sofa,164.0,102.0,349.0
1471,2612,2612,79130027,BRIMNES,Sofas & armchairs,1685.0,,True,https://www.ikea.com/sa/en/p/brimnes-day-bed-w-2-drawers-2-mattresses-white-moshult-firm-s79130027/,Yes,"        Day-bed w 2 drawers/2 mattresses,          80x200 cm",53.0,21.0,86.0
1472,2613,2613,89255639,GRÖNLID,Sofas & armchairs,1045.0,,True,https://www.ikea.com/sa/en/p/groenlid-corner-section-sporda-natural-s89255639/,Yes,        Corner section,93.0,104.0,93.0
1473,2615,2615,10397745,GRÖNLID,Sofas & armchairs,1900.0,,True,https://www.ikea.com/sa/en/p/groenlid-2-seat-section-kimstad-dark-brown-10397745/,No,        2-seat section,94.0,104.0,141.0
1474,2618,2618,20405085,LIDHULT,Sofas & armchairs,3196.0,"3,995",True,https://www.ikea.com/sa/en/p/lidhult-3-seat-section-grann-bomstad-dark-brown-20405085/,No,        3-seat section,98.0,95.0,211.0
1475,2619,2619,29285521,VIMLE,Sofas & armchairs,2945.0,,True,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-section-gunnared-beige-s29285521/,Yes,        2-seat sofa-bed section,98.0,83.0,160.0
1476,2621,2621,49257348,LIDHULT,Sofas & armchairs,7748.0,"9,685",True,https://www.ikea.com/sa/en/p/lidhult-4-seat-sofa-with-chaise-longues-grann-bomstad-dark-brown-s49257348/,No,        4-seat sofa,164.0,102.0,369.0
1477,2623,2623,69256569,GRÖNLID,Sofas & armchairs,5600.0,,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-4-seat-with-open-end-kimstad-dark-brown-s69256569/,No,"        Corner sofa, 4-seat",98.0,104.0,235.0
1478,2624,2624,70404366,LIDHULT,Sofas & armchairs,2396.0,"2,995",True,https://www.ikea.com/sa/en/p/lidhult-2-seat-section-grann-bomstad-dark-brown-70404366/,No,        2-seat section,98.0,95.0,141.0
1479,2625,2625,79256564,GRÖNLID,Sofas & armchairs,5800.0,,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-4-seat-kimstad-dark-brown-s79256564/,No,"        Corner sofa, 4-seat",98.0,104.0,252.0
1480,2627,2627,90398623,GRÖNLID,Sofas & armchairs,1400.0,,True,https://www.ikea.com/sa/en/p/groenlid-corner-section-kimstad-dark-brown-90398623/,No,        Corner section,93.0,104.0,93.0
1481,2630,2630,60214159,MALM,Tables & desks,475.0,545,True,https://www.ikea.com/sa/en/p/malm-desk-white-60214159/,Yes,"        Desk,          140x65 cm",65.0,73.0,140.0
1482,2633,2633,19216694,SKÅDIS,Tables & desks,80.0,90,True,https://www.ikea.com/sa/en/p/skadis-pegboard-combination-white-s19216694/,No,"        Pegboard combination,          36x56 cm",12.0,56.0,36.0
1483,2635,2635,80213074,MICKE,Tables & desks,276.0,345,True,https://www.ikea.com/sa/en/p/micke-desk-white-80213074/,Yes,"        Desk,          105x50 cm",50.0,75.0,105.0
1484,2637,2637,10203610,MALM,Tables & desks,375.0,,True,https://www.ikea.com/sa/en/p/malm-dressing-table-white-10203610/,Yes,"        Dressing table,          120x41 cm",41.0,78.0,120.0
1485,2639,2639,30213076,MICKE,Tables & desks,175.0,,True,https://www.ikea.com/sa/en/p/micke-desk-white-30213076/,Yes,"        Desk,          73x50 cm",50.0,75.0,73.0
1486,2643,2643,30381183,KNARREVIK,Tables & desks,39.0,,True,https://www.ikea.com/sa/en/p/knarrevik-bedside-table-black-30381183/,No,"        Bedside table,          37x28 cm",28.0,45.0,37.0
1487,2645,2645,80221352,VITTSJÖ,Tables & desks,159.0,,True,https://www.ikea.com/sa/en/p/vittsjoe-laptop-table-black-brown-glass-80221352/,No,"        Laptop table,          100x36 cm",36.0,74.0,100.0
1488,2647,2647,250249,VITTSJÖ,Tables & desks,129.0,,True,https://www.ikea.com/sa/en/p/vittsjoe-laptop-stand-black-brown-glass-00250249/,No,"        Laptop stand,          35x65 cm",55.0,65.0,35.0
1489,2650,2650,19222299,KALLAX,Tables & desks,450.0,,True,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-stained-oak-effect-white-s19222299/,Yes,"        Desk combination,          77x147x159 cm",159.0,147.0,77.0
1490,2652,2652,90278277,LILLÅSEN,Tables & desks,625.0,,True,https://www.ikea.com/sa/en/p/lillasen-desk-bamboo-90278277/,No,"        Desk,          102x49 cm",32.0,74.0,49.0
1491,2657,2657,90214308,MICKE,Tables & desks,395.0,,True,https://www.ikea.com/sa/en/p/micke-desk-white-90214308/,Yes,"        Desk,          142x50 cm",50.0,75.0,142.0
1492,2671,2671,30339735,FJÄLLBO,Tables & desks,295.0,,True,https://www.ikea.com/sa/en/p/fjaellbo-laptop-table-black-30339735/,No,"        Laptop table,          100x36 cm",36.0,75.0,100.0
1493,2673,2673,90442824,LOMMARP,Tables & desks,545.0,,True,https://www.ikea.com/sa/en/p/lommarp-desk-light-beige-90442824/,Yes,"        Desk,          90x54 cm",54.0,90.0,90.0
1494,2674,2674,9903014,MICKE,Tables & desks,451.0,520,True,https://www.ikea.com/sa/en/p/micke-desk-white-s09903014/,Yes,"        Desk,          105x50 cm",50.0,140.0,105.0
1495,2677,2677,30465489,SMÅGÖRA,Tables & desks,95.0,,True,https://www.ikea.com/sa/en/p/smagoera-shelf-unit-white-30465489/,No,"        Shelf unit,          29x88 cm",25.0,88.0,29.0
1496,2680,2680,20260718,ALEX,Tables & desks,200.0,,True,https://www.ikea.com/sa/en/p/alex-add-on-unit-white-20260718/,No,"        Add-on unit,          120x10 cm",27.0,10.0,120.0
