product_id,product_category,Height,width,material,color,product_image,product_brand,product_price,product_offer,product_rate,seller_id,product_name,product_description,depth
89279174,Cabinets & cupboards,50,50,,,,,356,,,,LIXHULT,"        Wall-mounted cabinet combination,          50x25x50 cm",25
40300662,Cabinets & cupboards,95,78,,,,,395,,,,BRIMNES,"        Cabinet with doors,          78x95 cm",41
302291,Cabinets & cupboards,93,80,,,,,375,,,,BRUSALI,"        Cabinet with doors,          80x93 cm",48
40309257,Cabinets & cupboards,88,157,,,,,1395,,,,HEMNES,"        Sideboard,          157x88 cm",47
29248864,Cabinets & cupboards,95,130,,,,,663,,,,LIXHULT,"        Storage combination,          130x117 cm",35
30439725,Cabinets & cupboards,214,96,,,,,1295,,,,LIATORP,"        Glass-door cabinet,          96x214 cm",42
19205884,Cabinets & cupboards,192,120,,,,,1870,,,,BESTÅ,"        Storage combination with doors,          120x40x192 cm",40
70439728,Cabinets & cupboards,87,145,,,,,1345,,,,LIATORP,"        Sideboard,          145x87 cm",48
30396429,Cabinets & cupboards,60,35,,,,,145,,,,LIXHULT,"        Cabinet,          35x60 cm",35
10409871,Cabinets & cupboards,190,80,,,,,476,,,,BRIMNES,"        Glass-door cabinet,          80x190 cm",35
396416,Cabinets & cupboards,175,73,,,,,995,,,,MILSBO,"        Glass-door cabinet,          73x175 cm",42
59275101,Cabinets & cupboards,134,81,,,,,925,,,,HAVSTA,"        Cabinet with plinth,          81x37x134 cm",37
19028754,Cabinets & cupboards,214,96,,,,,1445,,,,LIATORP,"        Bookcase with glass-doors,          96x214 cm",38
79276388,Cabinets & cupboards,60,95,,,,,409,,,,LIXHULT,"        Storage combination,          95x82 cm",35
10251451,Cabinets & cupboards,63,119,,,,,425,,,,IKEA PS,"        Cabinet,          119x63 cm",40
49221038,Cabinets & cupboards,80,140,,,,,620,,,,EKET,"        Cabinet combination with legs,          140x35x80 cm",35
363171,Cabinets & cupboards,113,81,,,,,636,,,,FABRIKÖR,"        Glass-door cabinet,          81x113 cm",42
29301762,Cabinets & cupboards,202,120,,,,,1045,,,,BESTÅ,"        Storage combination with doors,          120x42x202 cm",42
60342072,Cabinets & cupboards,110,118,,,,,796,,,,REGISSÖR,"        Cabinet,          118x110 cm",38
9276650,Cabinets & cupboards,74,120,,,,,980,,,,BESTÅ,"        TV bench with doors,          120x42x74 cm",42
39287379,Cabinets & cupboards,106,40,,,,,245,,,,BILLY / MORLIDEN,"        Bookcase with glass door,          40x30x106 cm",30
79291355,Cabinets & cupboards,301,80,,,,,1268,,,,PLATSA,"        Storage combination,          80x42x301 cm",42
50328665,Cabinets & cupboards,25,25,,,,,89,,,,LIXHULT,"        Cabinet,          25x25 cm",25
20396646,Cabinets & cupboards,131,42,,,,,595,,,,HEMNES,"        High cabinet with glass door,          42x38x131 cm",38
29302573,Cabinets & cupboards,74,180,,,,,1400,,,,BESTÅ,"        Storage combination with doors,          180x42x74 cm",42
90421911,Cabinets & cupboards,173,120,,,,,597,,,,BRYGGJA,"        Storage unit,          120x173 cm",43
79281790,Cabinets & cupboards,202,120,,,,,930,,,,BILLY / OXBERG,"        Bookcase with panel/glass doors,          120x30x202 cm",30
29279186,Cabinets & cupboards,70,120,,,,,700,,,,LIXHULT,"        Cabinet combination,          120x35x92 cm",35
89161508,Cabinets & cupboards,50,25,,,,,178,,,,LIXHULT,"        Storage combination,          25x25x50 cm",25
29286931,Cabinets & cupboards,101,61,,,,,1389,,,,BEKANT,"        Storage unit with smart lock,          61x101 cm",45
70341005,Cabinets & cupboards,104,41,,,,,595,,,,ERIK,"        File cabinet,          41x104 cm",50
327772,Cabinets & cupboards,92,145,,,,,2100,,,,MALSJÖ,"        Sideboard basic unit,          145x92 cm",48
50415196,Cabinets & cupboards,89,81,,,,,695,,,,HAVSTA,"        Cabinet with plinth,          81x47x89 cm",47
9248855,Cabinets & cupboards,60,130,,,,,643,,,,LIXHULT,"        Storage combination,          130x82 cm",35
29285776,Cabinets & cupboards,120,320,,,,,5290,,,,GALANT,"        Storage combination w sliding doors,          320x120 cm",45
50365139,Cabinets & cupboards,120,80,,,,,945,,,,GALANT,"        Cabinet with doors,          80x120 cm",45
49249396,Cabinets & cupboards,167,45,,,,,875,,,,HÄLLAN,"        Storage combination with doors,          45x47x167 cm",47
89249403,Cabinets & cupboards,167,45,,,,,700,,,,HÄLLAN,"        Storage combination with doors,          45x47x167 cm",47
245842,Cabinets & cupboards,192,60,,,,,225,,,,BESTÅ,"        Frame,          60x40x192 cm",40
242278,Cabinets & cupboards,150,57,,,,,676,,,,FABRIKÖR,"        Glass-door cabinet,          57x150 cm",47
29286573,Cabinets & cupboards,212,70,,,,,1248,,,,EKET,"        Cabinet combination with feet,          70x35x212 cm",35
30360977,Cabinets & cupboards,172,45,,,,,995,,,,IDÅSEN,"        High cabinet with drawer and doors,          45x172 cm",47
69275110,Cabinets & cupboards,134,81,,,,,975,,,,HAVSTA,"        Glass-door cabinet with plinth,          81x37x134 cm",37
89161631,Cabinets & cupboards,70,95,,,,,508,,,,LIXHULT,"        Storage combination,          95x92 cm",35
19278234,Cabinets & cupboards,190,160,,,,,952,,,,BRIMNES,"        Storage combination w glass doors,          160x35x190 cm",35
99266053,Cabinets & cupboards,134,162,,,,,1900,,,,HAVSTA,"        Storage combination w glass-doors,          162x37x134 cm",37
90433909,Cabinets & cupboards,80,80,,,,,597,,,,MARKERAD,"        Glass-door cabinet,          80x80 cm",40
9290123,Cabinets & cupboards,107,35,,,,,356,,,,EKET,"        Cabinet combination with feet,          35x35x107 cm",35
69285208,Cabinets & cupboards,200,320,,,,,6480,,,,GALANT,"        Storage combination w sliding doors,          320x200 cm",45
59249409,Cabinets & cupboards,142,45,,,,,650,,,,HÄLLAN,"        Storage combination with doors,          45x47x142 cm",47
70388620,Cabinets & cupboards,89,121,,,,,995,,,,HAVSTA,"        Cabinet with plinth,          121x47x89 cm",47
69301717,Cabinets & cupboards,64,180,,,,,1305,,,,BESTÅ,"        Wall-mounted cabinet combination,          180x42x64 cm",42
30428915,Cabinets & cupboards,35,35,,,,,195,,,,EKET,"        Cabinet with 2 drawers,          35x35x35 cm",35
49265999,Cabinets & cupboards,212,81,,,,,1240,,,,HAVSTA,"        Storage combination,          81x47x212 cm",47
9301664,Cabinets & cupboards,230,240,,,,,2980,,,,BESTÅ,"        TV storage combination/glass doors,          240x42x230 cm",42
30342078,Cabinets & cupboards,203,118,,,,,1356,,,,REGISSÖR,"        Glass-door cabinet,          118x203 cm",38
19057906,Cabinets & cupboards,128,60,,,,,480,,,,BESTÅ,"        Wall cabinet with 2 doors,          60x22x128 cm",22
40363621,Cabinets & cupboards,75,45,,,,,325,,,,HÄLLAN,"        Cabinet,          45x75 cm",47
59301483,Cabinets & cupboards,202,60,,,,,1020,,,,BESTÅ,"        Storage combination w glass doors,          60x22x202 cm",22
79248748,Cabinets & cupboards,70,60,,,,,363,,,,LIXHULT,"        Storage combination,          60x92 cm",35
60247409,Cabinets & cupboards,38,60,,,,,100,,,,BESTÅ,"        Frame,          60x20x38 cm",20
29300852,Cabinets & cupboards,193,60,,,,,965,,,,BESTÅ,"        Storage combination w glass doors,          60x42x193 cm",42
90328668,Cabinets & cupboards,35,35,,,,,99,,,,LIXHULT,"        Cabinet,          35x35 cm",35
60389192,Cabinets & cupboards,123,81,,,,,845,,,,HAVSTA,"        Cabinet,          81x35x123 cm",35
89265902,Cabinets & cupboards,134,162,,,,,1550,,,,HAVSTA,"        Storage combination,          162x37x134 cm",37
59228746,Cabinets & cupboards,202,160,,,,,1390,,,,BILLY / OXBERG,"        Bookcase,          160x30x202 cm",30
70247376,Cabinets & cupboards,64,120,,,,,225,,,,BESTÅ,"        Frame,          120x40x64 cm",40
50363729,Cabinets & cupboards,50,45,,,,,275,,,,HÄLLAN,"        Cabinet,          45x50 cm",47
415194,Cabinets & cupboards,123,121,,,,,1295,,,,HAVSTA,"        Glass-door cabinet,          121x35x123 cm",35
30365135,Cabinets & cupboards,120,160,,,,,2545,,,,GALANT,"        Cabinet with sliding doors,          160x120 cm",45
69208031,Cabinets & cupboards,112,180,,,,,1600.5,,,,BESTÅ,"        Storage combination with doors,          180x42x112 cm",42
69248659,Cabinets & cupboards,75,25,,,,,267,,,,LIXHULT,"        Storage combination,          25x75 cm",25
69282926,Cabinets & cupboards,128,120,,,,,1570,,,,BESTÅ,"        Storage combination w glass doors,          120x40x128 cm",40
70247381,Cabinets & cupboards,64,60,,,,,135,,,,BESTÅ,"        Frame,          60x40x64 cm",40
29204431,Cabinets & cupboards,170,180,,,,,1469,,,,BESTÅ / EKET,"        Cabinet combination for TV,          180x40x170 cm",40
89307643,Cabinets & cupboards,35,35,,,,,114,,,,EKET,"        Wall-mounted cabinet combination,          35x35x35 cm",35
99249520,Cabinets & cupboards,167,90,,,,,1575,,,,HÄLLAN,"        Storage combination with doors,          90x47x167 cm",47
19266033,Cabinets & cupboards,134,283,,,,,2645,,,,HAVSTA,"        Storage comb w sliding glass doors,          283x37x134 cm",37
49248858,Cabinets & cupboards,95,130,,,,,841,,,,LIXHULT,"        Storage combination,          130x117 cm",35
79282544,Cabinets & cupboards,101,61,,,,,1355,,,,BEKANT,"        Storage unit on castors,          61x101 cm",45
80360951,Cabinets & cupboards,140,120,,,,,1495,,,,IDÅSEN,"        Cabinet with sliding glass doors,          120x140 cm",45
49265975,Cabinets & cupboards,212,81,,,,,1590,,,,HAVSTA,"        Storage combination w glass-doors,          81x47x212 cm",47
79265950,Cabinets & cupboards,134,162,,,,,1950,,,,HAVSTA,"        Storage combination w glass doors,          162x37x134 cm",37
89248682,Cabinets & cupboards,95,70,,,,,389,,,,LIXHULT,"        Storage combination,          70x117 cm",35
39299103,Cabinets & cupboards,74,180,,,,,1550,,,,BESTÅ,"        TV bench with drawers,          180x42x74 cm",42
59191026,Cabinets & cupboards,72,280,,,,,1391,,,,EKET,"        Cabinet combination with feet,          280x35x72 cm",35
89291312,Cabinets & cupboards,67,45,,,,,325,,,,HÄLLAN,"        Storage combination with doors,          45x47x67 cm",47
10351511,Cabinets & cupboards,15,60,,,,,60,,,,BESTÅ,"        Drawer frame,          60x15x40 cm",40
10299877,Cabinets & cupboards,64,180,,,,,595,,,,BESTÅ,"        TV bench,          180x40x64 cm",40
99282538,Cabinets & cupboards,101,61,,,,,1294,,,,BEKANT,"        Storage unit on legs,          61x101 cm",45
30388636,Cabinets & cupboards,123,81,,,,,895,,,,HAVSTA,"        Glass-door cabinet,          81x35x123 cm",35
40245840,Cabinets & cupboards,128,60,,,,,195,,,,BESTÅ,"        Frame,          60x40x128 cm",40
9285070,Cabinets & cupboards,160,160,,,,,4540,,,,GALANT,"        Storage combination with drawers,          160x160 cm",45
29248656,Cabinets & cupboards,70,35,,,,,198,,,,LIXHULT,"        Storage combination,          35x70 cm",35
29287214,Cabinets & cupboards,172,45,,,,,1090,,,,IDÅSEN,"        High cabinet with smart lock,          45x172 cm",47
49265895,Cabinets & cupboards,212,242,,,,,4580,,,,HAVSTA,"        Storage comb w sliding glass doors,          242x47x212 cm",47
59279180,Cabinets & cupboards,70,95,,,,,495,,,,LIXHULT,"        Cabinet combination,          95x35x92 cm",35
19291315,Cabinets & cupboards,92,45,,,,,375,,,,HÄLLAN,"        Storage combination with doors,          45x47x92 cm",47
19249406,Cabinets & cupboards,167,90,,,,,1400,,,,HÄLLAN,"        Storage combination with doors,          90x47x167 cm",47
69265984,Cabinets & cupboards,212,81,,,,,1540,,,,HAVSTA,"        Storage combination with doors,          81x47x212 cm",47
69286806,Cabinets & cupboards,61,41,,,,,1000,,,,BEKANT,"        Storage unit with smart lock,          41x61 cm",45
9282528,Cabinets & cupboards,101,41,,,,,944,,,,BEKANT,"        Storage unit on legs,          41x101 cm",45
39276682,Cabinets & cupboards,192,135,,,,,2775,,,,HÄLLAN,"        Storage combination with doors,          135x47x192 cm",47
49280754,Cabinets & cupboards,237,160,,,,,1370,,,,BILLY / OXBERG,"        Bookcase w height extension ut/drs,          160x30x237 cm",30
20351515,Cabinets & cupboards,25,60,,,,,75,,,,BESTÅ,"        Drawer frame,          60x25x40 cm",40
39297514,Cabinets & cupboards,74,240,,,,,1470,,,,BESTÅ,"        TV bench with doors and drawers,          240x42x74 cm",42
60303481,Cabinets & cupboards,141,103,,,,,1516,,,,MALSJÖ,"        Glass-door cabinet,          103x48x141 cm",48
79249328,Cabinets & cupboards,117,45,,,,,600,,,,HÄLLAN,"        Storage combination with doors,          45x47x117 cm",47
9248916,Cabinets & cupboards,105,95,,,,,693,,,,LIXHULT,"        Storage combination,          95x127 cm",35
9265920,Cabinets & cupboards,212,203,,,,,2980,,,,HAVSTA,"        Storage combination w glass doors,          203x47x212 cm",47
19194456,Cabinets & cupboards,192,180,,,,,2330,,,,BESTÅ,"        TV storage combination/glass doors,          180x40x192 cm",40
19275235,Cabinets & cupboards,212,243,,,,,3680,,,,HAVSTA,"        Storage comb w sliding glass doors,          243x47x212 cm",47
19286521,Cabinets & cupboards,212,70,,,,,1123,,,,EKET,"        Cabinet combination with feet,          70x35x212 cm",35
39275116,Cabinets & cupboards,134,121,,,,,1395,,,,HAVSTA,"        Glass-door cabinet with plinth,          121x37x134 cm",37
39286841,Cabinets & cupboards,220,210,,,,,1719,,,,BESTÅ / EKET,"        Cabinet combination for TV,          210x40x220 cm",40
49194681,Cabinets & cupboards,230,300,,,,,3340,,,,BESTÅ,"        TV storage combination/glass doors,          300x40x230 cm",40
59265965,Cabinets & cupboards,212,243,,,,,4770,,,,HAVSTA,"        Storage combination w glass-doors,          243x47x212 cm",47
79248668,Cabinets & cupboards,70,105,,,,,297,,,,LIXHULT,"        Storage combination,          105x70 cm",35
79286820,Cabinets & cupboards,101,41,,,,,1039,,,,BEKANT,"        Storage unit with smart lock,          41x101 cm",45
79286896,Cabinets & cupboards,101,41,,,,,1200,,,,BEKANT,"        Storage unit with smart lock,          41x101 cm",45
89217727,Cabinets & cupboards,237,120,,,,,1735,,,,BILLY / OXBERG,"        Bookcase,          120x30x237 cm",30
89249399,Cabinets & cupboards,167,90,,,,,1750,,,,HÄLLAN,"        Storage combination with doors,          90x47x167 cm",47
99234255,Cabinets & cupboards,197,188,,,,,2666,,,,HEMNES,"        Storage combination w doors/drawers,          188x197 cm",37
9287192,Cabinets & cupboards,119,80,,,,,1345,,,,IDÅSEN,"        Cabinet with smart lock,          80x119 cm",47
19285791,Cabinets & cupboards,120,160,,,,,1520,,,,GALANT,"        Storage combination,          160x120 cm",45
49161609,Cabinets & cupboards,95,35,,,,,244,,,,LIXHULT,"        Storage combination,          35x117 cm",35
69279189,Cabinets & cupboards,120,140,,,,,1160,,,,LIXHULT,"        Storage combination,          140x142 cm",35
9266024,Cabinets & cupboards,134,243,,,,,2525,,,,HAVSTA,"        Storage combination w glass-doors,          243x37x134 cm",37
10363632,Cabinets & cupboards,29,45,,,,,50,,,,HÄLLAN,"        Pair of legs,          29 cm",2
29286865,Cabinets & cupboards,210,300,,,,,1578,,,,BESTÅ / EKET,"        Cabinet combination for TV,          300x42x210 cm",42
29336356,Cabinets & cupboards,35,35,,,,,125,,,,EKET,"        Wall cabinet with glass door,          35x25x35 cm",25
29336380,Cabinets & cupboards,70,105,,,,,384,,,,EKET,"        Wall-mounted storage combination,          105x35x70 cm",35
30320726,Cabinets & cupboards,119,80,,,,,1250,,,,IDÅSEN,"        Cabinet with doors and drawers,          80x47x119 cm",47
89248922,Cabinets & cupboards,163,180,,,,,1020,,,,LIXHULT,"        Storage combination,          180x163 cm",35
99161598,Cabinets & cupboards,35,95,,,,,287,,,,LIXHULT,"        Storage combination,          95x35 cm",35
99265911,Cabinets & cupboards,212,121,,,,,2290,,,,HAVSTA,"        Storage comb w sliding glass doors,          121x47x212 cm",47
90415199,Cabinets & cupboards,12,121,,,,,100,,,,HAVSTA,"        Plinth,          121x37x12 cm",37
99285117,Cabinets & cupboards,160,80,,,,,2270,,,,GALANT,"        Storage combination with drawers,          80x160 cm",45
30303487,Cabinets & cupboards,186,60,,,,,1276,,,,MALSJÖ,"        Glass-door cabinet,          60x40x186 cm",40
49329331,Cabinets & cupboards,39,180,,,,,890,,,,BESTÅ,"        TV bench,          180x42x39 cm",42
59336374,Cabinets & cupboards,35,35,,,,,139,,,,EKET,"        Wall cabinet with glass door,          35x35x35 cm",35
79330639,Cabinets & cupboards,129,240,,,,,1350,,,,BESTÅ,"        TV storage combination/glass doors,          240x42x129 cm",42
89286513,Cabinets & cupboards,61,41,,,,,939,,,,BEKANT,"        Storage unit with smart lock,          41x61 cm",45
59286963,Cabinets & cupboards,101,61,,,,,1350,,,,BEKANT,"        Storage unit with smart lock,          61x101 cm",45
69329387,Cabinets & cupboards,35,35,,,,,210,,,,EKET,"        Wall cabinet with 2 drawers,          35x35x35 cm",35
79275138,Cabinets & cupboards,212,142,,,,,2235,,,,HAVSTA,"        Storage combination,          142x47x212 cm",47
9329390,Cabinets & cupboards,70,175,,,,,777,,,,EKET,"        Wall-mounted cabinet combination,          175x35x70 cm",35
29282532,Cabinets & cupboards,101,41,,,,,1105,,,,BEKANT,"        Storage unit on castors,          41x101 cm",45
39285785,Cabinets & cupboards,120,320,,,,,3140,,,,GALANT,"        Storage combination,          320x120 cm",45
79285302,Cabinets & cupboards,200,160,,,,,3240,,,,GALANT,"        Storage combination w sliding doors,          160x200 cm",45
428974,Café furniture,45,45,,,,,145,,,,NORRÅKER,"        Stool,          45 cm",29
19304209,Café furniture,87,53,,,,,275,,,,LEIFARNE,        Chair with armrests,50
60246080,Café furniture,76,50,,,,,180,,,,JANINGE,        Chair,46
10422504,Café furniture,79,46,,,,,345,,,,RÖNNINGE,        Chair,49
417635,Café furniture,71,53,,,,,399,,,,YNGVAR,        Chair,51
246078,Café furniture,76,50,,,,,225,,,,JANINGE,        Chair,46
49259743,Café furniture,84,53,,,,,275,,,,SVENBERTIL,        Chair with armrests,50
80417636,Café furniture,71,53,,,,,395,,,,YNGVAR,        Chair,51
59259752,Café furniture,87,53,,,,,275,,,,LEIFARNE,        Chair with armrests,50
80280515,Café furniture,76,54,,,,,225,,,,JANINGE,        Chair with armrests,46
40455649,Chairs,76,70,,,,,595,,,,BINGSTA,        Armchair,58
40472861,Chairs,79,69,,,,,545,,,,SKRUVSTA,        Swivel chair,69
20456956,Chairs,101,82,,,,,995,,,,STRANDMON,        Wing chair,96
50078464,Chairs,96,67,,,,,195,,,,PELLO,        Armchair,85
59297184,Chairs,97,85,,,,,1395,,,,EKOLSUND,        Recliner,94
50434312,Chairs,82,57,,,,,395,,,,NILSOVE,        Chair with armrests,57
50058376,Chairs,79,58,,,,,245,,,,AGEN,        Chair,56
10219178,Chairs,77,39,,,,,40,,,,ADDE,        Chair,47
60217799,Chairs,78,41,,,,,30,,,,GUNDE,        Folding chair,45
10233532,Chairs,75,64,,,,,175,,,,NOLMYRA,        Easy chair,75
70392542,Chairs,71,56,,,,,495,,,,STRANDMON,        Children's armchair,62
90320097,Chairs,86,80,,,,,795,,,,GRÖNADAL,        Rocking-chair,81
70103250,Chairs,91,43,,,,,195,,,,INGOLF,        Chair,52
50341025,Chairs,81,49,,,,,125,,,,KARLJAN,        Chair,55
60344759,Chairs,88,60,,,,,795,,,,REMSTA,        Armchair,72
39129342,Chairs,47,144,,,,,995,,,,STOCKSUND,        Bench,49
152282,Chairs,45,39,,,,,175,,,,INGOLF,        Stool,30
50039552,Chairs,75,62,,,,,295,,,,IKEA PS GULLHOLMEN,        Rocking-chair,68
60178887,Chairs,50,43,,,,,59,,,,BEKVÄM,"        Step stool,          50 cm",39
90435324,Chairs,82,60,,,,,495,,,,TOSSBERG,        Chair,56
60416925,Chairs,45,42,,,,,60,,,,KYRRE,        Stool,48
90350937,Chairs,80,46,,,,,95,,,,TEODORES,        Chair,54
79299016,Chairs,42,72,,,,,675,,,,BUSKBO,        Armchair,63
90342688,Chairs,90,41,,,,,79.2,,,,JOKKMOKK,        Chair,47
80349671,Chairs,82,55,,,,,345,,,,TOBIAS,        Chair,56
29272712,Chairs,78,79,,,,,545,,,,TULLSTA,        Armchair,69
80155205,Chairs,100,60,,,,,69,,,,STIG,"        Bar stool with backrest,          74 cm",50
40423578,Chairs,75,73,,,,,975,,,,VEDBO,        Armchair,65
60105829,Chairs,96,48,,,,,199,,,,HARRY,        Chair,50
10407136,Chairs,75,59,,,,,345,,,,IKEA PS LÖMSK,        Swivel armchair,62
90116553,Chairs,68,47,,,,,179,,,,POÄNG,        Children's armchair,60
39201026,Chairs,95,68,,,,,790,,,,POÄNG,        Rocking-chair,94
59127808,Chairs,88,52,,,,,245,,,,LEIFARNE,        Chair,50
29151296,Chairs,83,93,,,,,1100,,,,SÖDERHAMN,        Chaise longue,151
10334753,Chairs,51,100,,,,,295,,,,MACKAPÄR,"        Bench with storage compartments,          100x51 cm",35
19304006,Chairs,82,57,,,,,424,,,,NILSOVE / NORNA,        Chair with chair pad,57
79129081,Chairs,88,104,,,,,675,,,,EKTORP,        Armchair,88
49304199,Chairs,87,52,,,,,195,,,,LEIFARNE,        Chair,50
211088,Chairs,90,42,,,,,85,,,,STEFAN,        Chair,49
50364149,Chairs,81,45,,,,,177,,,,ODGER,        Chair,51
217797,Chairs,78,41,,,,,30,,,,GUNDE,        Folding chair,45
30115066,Chairs,76,45,,,,,49,,,,NISSE,        Folding chair,47
262879,Chairs,75,70,,,,,695,,,,EKERÖ,        Armchair,73
49252119,Chairs,110,68,,,,,1295,,,,HATTEFJÄLL,        Office chair with armrests,68
90211531,Chairs,100,44,,,,,175,,,,BÖRJE,        Chair,55
80443904,Chairs,81,49,,,,,125,,,,KARLJAN,        Chair,55
50295472,Chairs,82,79,,,,,675,,,,RÅDVIKEN,        Armchair,73
19190340,Chairs,97,51,,,,,295,,,,HENRIKSDAL,        Chair,58
89256262,Chairs,104,117,,,,,1895,,,,GRÖNLID,        Chaise longue,164
9219527,Chairs,86,49,,,,,99,,,,MARTIN,        Chair,52
30396655,Chairs,173,64,,,,,495,,,,HEMNES,"        Storage bench w towel rail/4 hooks,          64x37x173 cm",37
9279026,Chairs,96,60,,,,,645,,,,SAKARIAS,        Chair with armrests,67
10413137,Chairs,85,58,,,,,595,,,,BALTSAR,        Chair,56
40455654,Chairs,101,70,,,,,695,,,,BINGSTA,        High-back armchair,58
90434310,Chairs,76,67,,,,,445,,,,ULRIKSBERG,        Armchair,74
60248418,Chairs,13,37,,,,,15,,,,FÖRSIKTIG,        Children's stool,24
79325223,Chairs,49,39,,,,,225,,,,SAKARIAS,        Stool,51
99221743,Chairs,75,83,,,,,825,,,,KOARP,        Armchair,78
80433900,Chairs,76,53,,,,,327,,,,MARKERAD,        Chair,46
39337911,Chairs,68,47,,,,,179,,,,POÄNG,        Children's armchair,56
59197702,Chairs,85,48,,,,,245,,,,SVENBERTIL,        Chair,51
49315937,Chairs,84,92,,,,,1695,,,,STOCKSUND,        Armchair,97
40319398,Chairs,106,92,,,,,1495,,,,BENARP,        Armchair,83
90412426,Chairs,76,45,,,,,49,,,,NISSE,        Folding chair,47
20426276,Chairs,45,132,,,,,795,,,,SKOGSTORP,"        Bench,          132 cm",36
29067293,Chairs,90,56,,,,,110,,,,ANTILOP,        Highchair with tray,62
89256894,Chairs,102,119,,,,,1795,,,,LIDHULT,        Armchair,98
80222441,Chairs,77,44,,,,,79,,,,TERJE,        Folding chair,51
30346986,Chairs,40,22,,,,,50,,,,LANGUR,        Padded seat cover for highchair,21
29220780,Chairs,97,51,,,,,295,,,,HENRIKSDAL,        Chair,58
59252637,Chairs,50,90,,,,,395,,,,STUVA / FRITIDS,"        Bench with toy storage,          90x50x50 cm",50
276664,Chairs,90,86,,,,,995,,,,EKENÄS,        Armchair,78
20259423,Chairs,85,42,,,,,145,,,,LERHAMN,        Chair,49
60341015,Chairs,95,43,,,,,225,,,,EKEDALEN,        Chair,51
19241537,Chairs,95,68,,,,,597,,,,POÄNG,        Rocking-chair,94
70434311,Chairs,42,72,,,,,575,,,,BUSKBO,        Armchair,63
39240787,Chairs,100,68,,,,,425,,,,POÄNG,        Armchair,82
9304196,Chairs,87,52,,,,,195,,,,LEIFARNE,        Chair,50
39251931,Chairs,90,83,,,,,1075,,,,HAVSTEN,"        Easy chair, in/outdoor,          83x94x90 cm",94
59135648,Chairs,83,105,,,,,1425,,,,SÖDERHAMN,        Armchair,99
10423589,Chairs,108,80,,,,,1345,,,,VEDBO,        High-back armchair,85
243800,Chairs,65,85,,,,,295,,,,HEMNES,"        Bench with shoe storage,          85x32 cm",32
40178888,Chairs,50,43,,,,,99,,,,BEKVÄM,"        Step stool,          50 cm",39
141689,Chairs,97,51,,,,,225,,,,HENRIKSDAL,        Chair frame,58
30427341,Chairs,99,59,,,,,795,,,,SVENARNE,        Chair with armrests,69
60463498,Chairs,49,39,,,,,175,,,,SAKARIAS,        Stool frame,51
385069,Chairs,45,50,,,,,150,,,,FANBYN,        Chair frame,50
60344453,Chairs,25,40,,,,,57,,,,VILTO,        Step stool,32
99197696,Chairs,84,52,,,,,195,,,,SVENBERTIL,        Chair,50
70273092,Chairs,83,47,,,,,260,,,,NORRARYD,        Chair,51
19289341,Chairs,45,94,,,,,1500,,,,DELAKTIG,"        Platform, armchair",84
80403516,Chairs,89,49,,,,,595,,,,KARLHUGO,        Chair,58
89277486,Chairs,84,113,,,,,1948,,,,VALLENTUNA,        Sofa-bed module with backrests,93
89305205,Chairs,110,68,,,,,1445,,,,HATTEFJÄLL,        Office chair with armrests,68
19275909,Chairs,90,87,,,,,995,,,,GRÖNLID,        Armchair,84
9276971,Chairs,84,113,,,,,1468,,,,VALLENTUNA,        Seat module with backrest,93
59304207,Chairs,87,53,,,,,275,,,,LEIFARNE,        Chair with armrests,50
10421665,Chairs,50,159,,,,,636,,,,NORDMELA,"        Chest of 4 drawers,          159x50 cm",44
20182278,Chairs,100,44,,,,,175,,,,BÖRJE,        Chair,55
40466389,Chairs,96,66,,,,,945,,,,GISTAD,        Recliner,84
59240828,Chairs,100,68,,,,,382,,,,POÄNG,        Armchair,82
50320565,Chairs,32,15,,,,,100,,,,LÅNGFJÄLL,        Pair of armrests,27
80340760,Chairs,95,43,,,,,225,,,,EKEDALEN,        Chair,51
49031774,Chairs,78,89,,,,,1995,,,,LANDSKRONA,        Armchair,89
69289008,Chairs,79,94,,,,,2350,,,,DELAKTIG,        Armchair,84
79269180,Chairs,78,78,,,,,2500,,,,LANDSKRONA,"        Chaise longue, add-on unit",158
40369109,Chairs,97,44,,,,,225,,,,NORDVIKEN,        Chair,56
90471581,Chairs,51,70,,,,,375,,,,KORNSJÖ,        Storage bench,47
30178884,Chairs,50,43,,,,,99,,,,BEKVÄM,"        Step stool,          50 cm",39
10411421,Chairs,43,56,,,,,95,,,,TRANARÖ,"        Stool/side table, in/outdoor,          56x41x43 cm",41
70253541,Chairs,79,41,,,,,195,,,,AGAM,        Junior chair,43
90299029,Chairs,97,85,,,,,1395,,,,MUREN,        Recliner,94
29304204,Chairs,82,52,,,,,195,,,,LEIFARNE,        Chair,52
49220374,Chairs,97,51,,,,,295,,,,HENRIKSDAL,        Chair,58
40280843,Chairs,83,47,,,,,260,,,,NORRARYD,        Chair,51
19298265,Chairs,83,111,,,,,1700,,,,VIMLE,        Chaise longue,164
89041709,Chairs,90,56,,,,,85,,,,ANTILOP,        Highchair with safety belt,59
90253535,Chairs,79,41,,,,,195,,,,AGAM,        Junior chair,43
70264281,Chairs,85,42,,,,,145,,,,LERHAMN,        Chair,49
39251926,Chairs,90,98,,,,,1220,,,,HAVSTEN,"        Armchair, in/outdoor,          98x94x90 cm",94
60351900,Chairs,45,44,,,,,84,,,,RÅSKOG,        Stool,44
80308393,Chairs,45,44,,,,,84,,,,RÅSKOG,        Stool,44
